ID,Count
18288,718.4311135
18289,509.9215997
18290,546.9899577
18291,468.219697
18292,431.151339
18293,421.8842495
18294,440.4184285
18295,440.4184285
18296,519.1886892
18297,560.890592
18298,875.971635
18299,783.30074
18300,797.2013742
18301,727.698203
18302,801.834919
18303,727.698203
18304,783.30074
18305,746.232382
18306,829.6361875
18307,797.2013742
18308,774.0336505
18309,699.8969345
18310,699.8969345
18311,713.7975687
18312,597.95895
18313,542.356413
18314,482.1203312
18315,496.0209655
18316,440.4184285
18317,412.61716
18318,458.9526075
18319,440.4184285
18320,505.288055
18321,588.6918605
18322,625.7602185
18323,736.9652925
18324,801.834919
18325,736.9652925
18326,755.4994715
18327,699.8969345
18328,746.232382
18329,871.3380902
18330,704.5304792
18331,1075.214059
18332,922.3070825
18333,723.0646582
18334,681.3627555
18335,667.4621212
18336,690.629845
18337,616.493129
18338,482.1203312
18339,482.1203312
18340,445.0519732
18341,421.8842495
18342,458.9526075
18343,509.9215997
18344,514.5551445
18345,574.7912262
18346,653.561487
18347,695.2633897
18348,602.5924947
18349,607.2260395
18350,546.9899577
18351,579.424771
18352,546.9899577
18353,560.890592
18354,602.5924947
18355,556.2570472
18356,584.0583157
18357,579.424771
18358,551.6235025
18359,560.890592
18360,528.4557787
18361,482.1203312
18362,458.9526075
18363,417.2507047
18364,445.0519732
18365,421.8842495
18366,394.082981
18367,384.8158915
18368,458.9526075
18369,431.151339
18370,537.7228682
18371,491.3874207
18372,546.9899577
18373,505.288055
18374,491.3874207
18375,491.3874207
18376,533.0893235
18377,496.0209655
18378,584.0583157
18379,579.424771
18380,528.4557787
18381,560.890592
18382,533.0893235
18383,565.5241367
18384,514.5551445
18385,472.8532417
18386,486.753876
18387,398.7165257
18388,398.7165257
18389,421.8842495
18390,426.5177942
18391,491.3874207
18392,514.5551445
18393,611.8595842
18394,667.4621212
18395,685.9963002
18396,741.5988372
18397,644.2943975
18398,741.5988372
18399,769.4001057
18400,672.095666
18401,732.3317477
18402,713.7975687
18403,709.164024
18404,727.698203
18405,704.5304792
18406,704.5304792
18407,723.0646582
18408,764.766561
18409,579.424771
18410,570.1576815
18411,477.4867865
18412,435.7848837
18413,440.4184285
18414,431.151339
18415,440.4184285
18416,533.0893235
18417,672.095666
18418,922.3070825
18419,880.6051797
18420,945.4748062
18421,931.574172
18422,1001.077343
18423,996.4437984
18424,903.7729035
18425,926.9406272
18426,954.7418957
18427,1056.67988
18428,931.574172
18429,1033.512156
18430,982.5431642
18431,880.6051797
18432,704.5304792
18433,565.5241367
18434,551.6235025
18435,542.356413
18436,491.3874207
18437,528.4557787
18438,514.5551445
18439,546.9899577
18440,611.8595842
18441,607.2260395
18442,718.4311135
18443,746.232382
18444,769.4001057
18445,704.5304792
18446,709.164024
18447,783.30074
18448,685.9963002
18449,713.7975687
18450,764.766561
18451,760.1330162
18452,755.4994715
18453,685.9963002
18454,723.0646582
18455,741.5988372
18456,727.698203
18457,542.356413
18458,570.1576815
18459,435.7848837
18460,477.4867865
18461,491.3874207
18462,482.1203312
18463,491.3874207
18464,556.2570472
18465,597.95895
18466,653.561487
18467,685.9963002
18468,723.0646582
18469,690.629845
18470,750.8659267
18471,723.0646582
18472,607.2260395
18473,667.4621212
18474,695.2633897
18475,797.2013742
18476,672.095666
18477,662.8285765
18478,676.7292107
18479,635.027308
18480,644.2943975
18481,519.1886892
18482,468.219697
18483,440.4184285
18484,458.9526075
18485,440.4184285
18486,421.8842495
18487,468.219697
18488,477.4867865
18489,528.4557787
18490,588.6918605
18491,625.7602185
18492,635.027308
18493,570.1576815
18494,635.027308
18495,713.7975687
18496,662.8285765
18497,630.3937632
18498,681.3627555
18499,662.8285765
18500,611.8595842
18501,611.8595842
18502,514.5551445
18503,602.5924947
18504,533.0893235
18505,496.0209655
18506,468.219697
18507,417.2507047
18508,389.4494362
18509,398.7165257
18510,472.8532417
18511,403.3500705
18512,412.61716
18513,491.3874207
18514,472.8532417
18515,523.822234
18516,528.4557787
18517,435.7848837
18518,463.5861522
18519,445.0519732
18520,482.1203312
18521,472.8532417
18522,584.0583157
18523,509.9215997
18524,463.5861522
18525,477.4867865
18526,514.5551445
18527,560.890592
18528,509.9215997
18529,403.3500705
18530,398.7165257
18531,384.8158915
18532,398.7165257
18533,357.014623
18534,398.7165257
18535,421.8842495
18536,426.5177942
18537,421.8842495
18538,435.7848837
18539,505.288055
18540,496.0209655
18541,431.151339
18542,421.8842495
18543,435.7848837
18544,435.7848837
18545,407.9836152
18546,482.1203312
18547,454.3190627
18548,546.9899577
18549,486.753876
18550,533.0893235
18551,472.8532417
18552,458.9526075
18553,403.3500705
18554,454.3190627
18555,426.5177942
18556,398.7165257
18557,412.61716
18558,417.2507047
18559,431.151339
18560,463.5861522
18561,588.6918605
18562,727.698203
18563,866.7045455
18564,787.9342847
18565,899.1393587
18566,834.2697322
18567,866.7045455
18568,783.30074
18569,843.5368217
18570,774.0336505
18571,820.369098
18572,815.7355532
18573,778.6671952
18574,746.232382
18575,695.2633897
18576,736.9652925
18577,607.2260395
18578,514.5551445
18579,500.6545102
18580,435.7848837
18581,440.4184285
18582,468.219697
18583,440.4184285
18584,533.0893235
18585,570.1576815
18586,1126.183051
18587,1181.785588
18588,1056.67988
18589,889.8722692
18590,991.8102537
18591,903.7729035
18592,973.2760747
18593,940.8412615
18594,922.3070825
18595,825.0026427
18596,774.0336505
18597,875.971635
18598,889.8722692
18599,843.5368217
18600,709.164024
18601,621.1266737
18602,565.5241367
18603,496.0209655
18604,505.288055
18605,458.9526075
18606,496.0209655
18607,496.0209655
18608,602.5924947
18609,699.8969345
18610,950.108351
18611,792.5678295
18612,829.6361875
18613,866.7045455
18614,843.5368217
18615,792.5678295
18616,760.1330162
18617,792.5678295
18618,764.766561
18619,1001.077343
18620,1019.611522
18621,848.1703665
18622,736.9652925
18623,852.8039112
18624,713.7975687
18625,602.5924947
18626,514.5551445
18627,551.6235025
18628,482.1203312
18629,486.753876
18630,514.5551445
18631,546.9899577
18632,556.2570472
18633,597.95895
18634,727.698203
18635,653.561487
18636,760.1330162
18637,787.9342847
18638,825.0026427
18639,774.0336505
18640,797.2013742
18641,959.3754405
18642,1047.412791
18643,968.64253
18644,1056.67988
18645,787.9342847
18646,862.0710007
18647,834.2697322
18648,838.903277
18649,732.3317477
18650,695.2633897
18651,542.356413
18652,584.0583157
18653,593.3254052
18654,523.822234
18655,509.9215997
18656,644.2943975
18657,667.4621212
18658,977.9096195
18659,1005.710888
18660,908.4064482
18661,857.437456
18662,908.4064482
18663,908.4064482
18664,806.4684637
18665,959.3754405
18666,829.6361875
18667,792.5678295
18668,727.698203
18669,755.4994715
18670,699.8969345
18671,862.0710007
18672,648.9279422
18673,695.2633897
18674,574.7912262
18675,472.8532417
18676,482.1203312
18677,445.0519732
18678,407.9836152
18679,472.8532417
18680,523.822234
18681,509.9215997
18682,533.0893235
18683,597.95895
18684,593.3254052
18685,574.7912262
18686,551.6235025
18687,584.0583157
18688,574.7912262
18689,519.1886892
18690,509.9215997
18691,616.493129
18692,639.6608527
18693,560.890592
18694,537.7228682
18695,560.890592
18696,607.2260395
18697,472.8532417
18698,482.1203312
18699,695.2633897
18700,597.95895
18701,505.288055
18702,491.3874207
18703,514.5551445
18704,514.5551445
18705,551.6235025
18706,546.9899577
18707,556.2570472
18708,546.9899577
18709,630.3937632
18710,602.5924947
18711,556.2570472
18712,625.7602185
18713,551.6235025
18714,607.2260395
18715,695.2633897
18716,774.0336505
18717,718.4311135
18718,662.8285765
18719,533.0893235
18720,491.3874207
18721,477.4867865
18722,519.1886892
18723,454.3190627
18724,431.151339
18725,463.5861522
18726,491.3874207
18727,477.4867865
18728,597.95895
18729,648.9279422
18730,713.7975687
18731,672.095666
18732,857.437456
18733,913.039993
18734,811.1020085
18735,922.3070825
18736,903.7729035
18737,908.4064482
18738,885.2387245
18739,611.8595842
18740,1079.847604
18741,801.834919
18742,797.2013742
18743,736.9652925
18744,801.834919
18745,658.1950317
18746,593.3254052
18747,556.2570472
18748,551.6235025
18749,542.356413
18750,500.6545102
18751,565.5241367
18752,533.0893235
18753,769.4001057
18754,940.8412615
18755,1144.71723
18756,1052.046335
18757,889.8722692
18758,1075.214059
18759,1052.046335
18760,843.5368217
18761,950.108351
18762,653.561487
18763,713.7975687
18764,496.0209655
18765,338.480444
18766,709.164024
18767,787.9342847
18768,574.7912262
18769,685.9963002
18770,579.424771
18771,528.4557787
18772,486.753876
18773,458.9526075
18774,533.0893235
18775,533.0893235
18776,611.8595842
18777,616.493129
18778,681.3627555
18779,778.6671952
18780,792.5678295
18781,889.8722692
18782,834.2697322
18783,723.0646582
18784,871.3380902
18785,1135.450141
18786,1052.046335
18787,940.8412615
18788,926.9406272
18789,764.766561
18790,908.4064482
18791,736.9652925
18792,699.8969345
18793,630.3937632
18794,570.1576815
18795,611.8595842
18796,551.6235025
18797,496.0209655
18798,491.3874207
18799,546.9899577
18800,602.5924947
18801,662.8285765
18802,760.1330162
18803,964.0089852
18804,862.0710007
18805,926.9406272
18806,973.2760747
18807,764.766561
18808,815.7355532
18809,889.8722692
18810,838.903277
18811,1065.94697
18812,862.0710007
18813,801.834919
18814,820.369098
18815,848.1703665
18816,852.8039112
18817,653.561487
18818,597.95895
18819,579.424771
18820,551.6235025
18821,477.4867865
18822,528.4557787
18823,505.288055
18824,611.8595842
18825,635.027308
18826,699.8969345
18827,787.9342847
18828,699.8969345
18829,750.8659267
18830,825.0026427
18831,760.1330162
18832,769.4001057
18833,764.766561
18834,778.6671952
18835,838.903277
18836,741.5988372
18837,755.4994715
18838,662.8285765
18839,681.3627555
18840,644.2943975
18841,551.6235025
18842,500.6545102
18843,496.0209655
18844,454.3190627
18845,463.5861522
18846,417.2507047
18847,458.9526075
18848,486.753876
18849,546.9899577
18850,500.6545102
18851,584.0583157
18852,514.5551445
18853,533.0893235
18854,477.4867865
18855,500.6545102
18856,463.5861522
18857,519.1886892
18858,514.5551445
18859,551.6235025
18860,546.9899577
18861,630.3937632
18862,602.5924947
18863,542.356413
18864,514.5551445
18865,454.3190627
18866,458.9526075
18867,389.4494362
18868,403.3500705
18869,449.685518
18870,435.7848837
18871,403.3500705
18872,435.7848837
18873,477.4867865
18874,440.4184285
18875,496.0209655
18876,500.6545102
18877,472.8532417
18878,523.822234
18879,509.9215997
18880,505.288055
18881,496.0209655
18882,560.890592
18883,528.4557787
18884,611.8595842
18885,611.8595842
18886,509.9215997
18887,546.9899577
18888,519.1886892
18889,537.7228682
18890,449.685518
18891,421.8842495
18892,421.8842495
18893,468.219697
18894,458.9526075
18895,486.753876
18896,528.4557787
18897,597.95895
18898,723.0646582
18899,885.2387245
18900,913.039993
18901,968.64253
18902,801.834919
18903,843.5368217
18904,787.9342847
18905,852.8039112
18906,871.3380902
18907,894.505814
18908,862.0710007
18909,736.9652925
18910,727.698203
18911,736.9652925
18912,755.4994715
18913,653.561487
18914,630.3937632
18915,509.9215997
18916,482.1203312
18917,412.61716
18918,468.219697
18919,440.4184285
18920,546.9899577
18921,588.6918605
18922,556.2570472
18923,815.7355532
18924,774.0336505
18925,709.164024
18926,723.0646582
18927,718.4311135
18928,718.4311135
18929,1274.456483
18930,1126.183051
18931,1056.67988
18932,964.0089852
18933,922.3070825
18934,862.0710007
18935,875.971635
18936,755.4994715
18937,635.027308
18938,607.2260395
18939,570.1576815
18940,523.822234
18941,491.3874207
18942,514.5551445
18943,491.3874207
18944,565.5241367
18945,602.5924947
18946,713.7975687
18947,783.30074
18948,736.9652925
18949,843.5368217
18950,871.3380902
18951,787.9342847
18952,871.3380902
18953,797.2013742
18954,973.2760747
18955,829.6361875
18956,727.698203
18957,778.6671952
18958,815.7355532
18959,741.5988372
18960,662.8285765
18961,574.7912262
18962,579.424771
18963,491.3874207
18964,491.3874207
18965,449.685518
18966,472.8532417
18967,500.6545102
18968,579.424771
18969,584.0583157
18970,690.629845
18971,811.1020085
18972,857.437456
18973,713.7975687
18974,741.5988372
18975,732.3317477
18976,695.2633897
18977,723.0646582
18978,815.7355532
18979,866.7045455
18980,769.4001057
18981,667.4621212
18982,723.0646582
18983,713.7975687
18984,713.7975687
18985,570.1576815
18986,491.3874207
18987,496.0209655
18988,445.0519732
18989,468.219697
18990,454.3190627
18991,491.3874207
18992,477.4867865
18993,551.6235025
18994,685.9963002
18995,709.164024
18996,750.8659267
18997,662.8285765
18998,653.561487
18999,709.164024
19000,699.8969345
19001,644.2943975
19002,616.493129
19003,713.7975687
19004,685.9963002
19005,616.493129
19006,584.0583157
19007,667.4621212
19008,593.3254052
19009,565.5241367
19010,496.0209655
19011,463.5861522
19012,394.082981
19013,407.9836152
19014,398.7165257
19015,394.082981
19016,412.61716
19017,472.8532417
19018,463.5861522
19019,482.1203312
19020,537.7228682
19021,491.3874207
19022,523.822234
19023,500.6545102
19024,491.3874207
19025,519.1886892
19026,635.027308
19027,607.2260395
19028,658.1950317
19029,662.8285765
19030,570.1576815
19031,644.2943975
19032,597.95895
19033,523.822234
19034,482.1203312
19035,440.4184285
19036,440.4184285
19037,417.2507047
19038,426.5177942
19039,472.8532417
19040,445.0519732
19041,482.1203312
19042,533.0893235
19043,509.9215997
19044,528.4557787
19045,514.5551445
19046,500.6545102
19047,505.288055
19048,546.9899577
19049,639.6608527
19050,644.2943975
19051,560.890592
19052,570.1576815
19053,602.5924947
19054,621.1266737
19055,607.2260395
19056,537.7228682
19057,472.8532417
19058,491.3874207
19059,445.0519732
19060,435.7848837
19061,449.685518
19062,505.288055
19063,454.3190627
19064,514.5551445
19065,565.5241367
19066,736.9652925
19067,778.6671952
19068,871.3380902
19069,792.5678295
19070,667.4621212
19071,746.232382
19072,806.4684637
19073,825.0026427
19074,903.7729035
19075,838.903277
19076,787.9342847
19077,750.8659267
19078,838.903277
19079,764.766561
19080,676.7292107
19081,602.5924947
19082,556.2570472
19083,505.288055
19084,477.4867865
19085,458.9526075
19086,519.1886892
19087,509.9215997
19088,477.4867865
19089,681.3627555
19090,806.4684637
19091,852.8039112
19092,917.6735377
19093,843.5368217
19094,964.0089852
19095,894.505814
19096,857.437456
19097,829.6361875
19098,764.766561
19099,797.2013742
19100,838.903277
19101,778.6671952
19102,815.7355532
19103,699.8969345
19104,718.4311135
19105,551.6235025
